Date,Open,High,Low,Close,SharesTraded,
19980102 00:00,394400,396900,380600,391300,1480700,
19980105 00:00,398100,398800,390000,397500,2107900,
19980106 00:00,391300,400600,390000,399400,3280300,
19980107 00:00,397500,400600,393800,400000,2547400,
19980108 00:00,400000,401900,390600,393800,2404300,
19980109 00:00,393800,394400,380600,381900,2993100,
19980112 00:00,375600,397500,375600,395000,4328200,
19980113 00:00,396900,397500,385600,394400,2717100,
19980114 00:00,396900,398100,391300,397500,3151200,
19980115 00:00,397500,399400,391300,398800,2015800,
19980116 00:00,401900,404400,398800,400600,3237100,
19980120 00:00,395600,419400,395600,416900,3786900,
19980121 00:00,410600,413100,400000,405000,3003800,
19980122 00:00,401300,403800,393800,399400,2913900,
19980123 00:00,401300,401900,387500,394400,2469900,
19980126 00:00,394400,396900,381300,387500,2114700,
19980127 00:00,390000,400600,388100,393100,2828700,
19980128 00:00,395000,406300,395000,405600,2904300,
19980129 00:00,406300,415000,400000,401900,2482600,
19980130 00:00,402500,406900,397500,399400,1738200,
19980202 00:00,409400,410600,400600,408100,2850600,
19980203 00:00,406300,423800,405000,421300,4335800,
19980204 00:00,418100,433800,416900,431300,4090800,
19980205 00:00,435000,438800,423800,427500,4443700,
19980206 00:00,430600,431900,426900,430000,2086000,
19980209 00:00,431900,431900,423800,425000,2266100,
19980210 00:00,430000,433100,428800,431300,2957000,
19980211 00:00,431900,431900,428100,429400,1253500,
19980212 00:00,428800,446900,426300,446300,2816800,
19980213 00:00,440000,444400,432500,441300,2305400,
19980217 00:00,445000,450000,445000,447500,1917900,
19980218 00:00,449400,456300,446300,455000,2413100,
19980219 00:00,455000,455000,444400,451900,2156700,
19980220 00:00,453100,454400,443100,453100,2837300,
19980223 00:00,460000,461900,454400,461300,2951700,
19980224 00:00,468800,473100,465000,468800,4026400,
19980225 00:00,476300,479400,474400,476900,2704200,
19980226 00:00,475600,475600,464400,472500,2369000,
19980227 00:00,471900,471900,461300,462500,2471800,
19980302 00:00,466900,472500,465000,469400,3200000,
19980303 00:00,468100,483800,466300,483800,2999200,
19980304 00:00,486900,488100,483800,485600,2582000,
19980305 00:00,480600,500000,480000,490000,5503200,
19980306 00:00,500600,502500,498100,502500,3933500,
19980309 00:00,503100,521900,501900,512500,3851700,
19980310 00:00,521300,522500,508100,510000,3787600,
19980311 00:00,513100,517500,506900,509400,3207700,
19980312 00:00,511900,516900,510600,513100,2401100,
19980313 00:00,513800,516900,508800,513800,3088200,
19980316 00:00,515600,516300,508800,515000,2147800,
19980317 00:00,519400,520000,510600,513800,2131500,
19980318 00:00,516900,516900,503100,507500,2386600,
19980319 00:00,506900,509400,499400,503800,2104700,
19980320 00:00,504400,505600,495600,498800,3985700,
19980323 00:00,493100,498100,493100,495000,2723200,
19980324 00:00,495000,505600,493800,503100,2307800,
19980325 00:00,505000,507500,487500,495000,3267500,
19980326 00:00,496900,502500,495000,498100,1930900,
19980327 00:00,500000,501300,491300,499400,2944200,
19980330 00:00,498800,504400,498800,503100,1658600,
19980331 00:00,506900,517500,505000,507500,3127900,
19980401 00:00,508100,515000,506300,515000,2910400,
19980402 00:00,517500,517500,506900,508800,2869200,
19980403 00:00,511300,516900,510000,513800,2650000,
19980406 00:00,516900,516900,500600,500600,2363700,
19980407 00:00,502500,513100,499400,507500,3939400,
19980408 00:00,503800,505000,498800,500000,3141900,
19980409 00:00,511300,512500,504400,508800,2807700,
19980413 00:00,506900,515000,505000,511900,2439900,
19980414 00:00,515000,536900,513800,531900,4657500,
19980415 00:00,533800,538800,526900,538800,3043800,
19980416 00:00,539400,539400,519400,525600,2664700,
19980417 00:00,528100,531900,522500,531300,2497800,
19980420 00:00,532500,532500,521900,523100,1744800,
19980421 00:00,522500,526300,515600,523100,2848100,
19980422 00:00,520600,525000,519400,523800,1558100,
19980423 00:00,517500,521900,510600,513800,2153800,
19980424 00:00,513100,515600,498100,503100,2418300,
19980427 00:00,493100,502500,490600,495600,2760500,
19980428 00:00,500000,501900,490000,491900,2476300,
19980429 00:00,492500,496900,481900,493800,3058700,
19980430 00:00,497500,508800,495600,504400,2787200,
19980501 00:00,512500,512500,501900,505600,2246700,
19980504 00:00,507500,515000,506300,511300,2015700,
19980505 00:00,511300,511300,503800,505000,1786700,
19980506 00:00,505000,508800,497500,499400,2475100,
19980507 00:00,501900,507500,497500,505000,2922500,
19980508 00:00,506300,507500,502500,507500,1778200,
19980511 00:00,506900,512500,503100,510000,2142100,
19980512 00:00,520000,528800,519400,526900,5717000,
19980513 00:00,528800,541900,526900,540600,4073900,
19980514 00:00,540000,547500,538100,541900,2226600,
19980515 00:00,542500,547500,538800,540000,2558100,
19980518 00:00,541900,546900,537500,543100,2354000,
19980519 00:00,544400,546900,538800,542500,1512900,
19980520 00:00,546300,548800,541900,548100,2055700,
19980521 00:00,550000,562500,550000,557500,2771800,
19980522 00:00,560000,562500,549400,555000,1403600,
19980526 00:00,563800,563800,537500,538800,1779300,
19980527 00:00,532500,550000,525000,545000,2817300,
19980528 00:00,548800,554400,542500,553800,1901300,
19980529 00:00,561300,563100,550600,551300,2820600,
19980601 00:00,556900,565000,554400,564400,3121500,
19980602 00:00,569400,574400,566900,569400,2959600,
19980603 00:00,572500,574400,555600,560000,2492000,
19980604 00:00,560000,571300,553800,571300,3030400,
19980605 00:00,572500,581900,567500,577500,3359400,
19980608 00:00,578800,581900,574400,580000,2053400,
19980609 00:00,578800,590600,575000,580600,3030100,
19980610 00:00,578100,597500,575600,591900,2798200,
19980611 00:00,594400,596300,578100,588800,3195400,
19980612 00:00,583100,593800,583100,588800,2542900,
19980615 00:00,576300,588100,565600,567500,3031300,
19980616 00:00,574400,576300,562500,571300,3067700,
19980617 00:00,570000,591300,570000,583800,3109600,
19980618 00:00,580600,586300,577500,580600,2143000,
19980619 00:00,580000,588100,576300,577500,3779800,
19980622 00:00,577500,581900,572500,574400,1843500,
19980623 00:00,578800,591900,576300,590600,2786500,
19980624 00:00,591900,603100,582500,603100,3240200,
19980625 00:00,603100,608800,593100,595600,2578500,
19980626 00:00,596900,608800,596300,598100,1712800,
19980629 00:00,602500,628100,600000,622500,3328100,
19980630 00:00,628800,628800,602500,607500,2659800,
19980701 00:00,615600,617500,597500,605000,3113600,
19980702 00:00,611900,611900,602500,605000,1655600,
19980706 00:00,606300,613100,602500,611900,2953200,
19980707 00:00,614400,621300,610600,611900,2335700,
19980708 00:00,615000,628100,614400,628100,2699600,
19980709 00:00,628100,635000,621300,632500,2845200,
19980710 00:00,633800,641900,623100,641900,3812000,
19980713 00:00,645000,645000,635600,641900,2435100,
19980714 00:00,644400,666300,642500,663800,2658300,
19980715 00:00,665600,670000,657500,658800,2409700,
19980716 00:00,660000,687500,656900,687500,3146700,
19980717 00:00,690000,696900,685600,690000,3013200,
19980720 00:00,690000,690600,681300,688800,1854000,
19980721 00:00,688100,688800,671900,679400,2382100,
19980722 00:00,681900,688100,660600,671300,3159200,
19980723 00:00,665000,670600,635000,635600,3047500,
19980724 00:00,635000,644400,623100,636300,3891100,
19980727 00:00,635000,639400,625600,638800,2798200,
19980728 00:00,630000,640000,620000,635000,3225300,
19980729 00:00,636300,641900,610000,611900,3822900,
19980730 00:00,616300,644400,610000,638100,4103000,
19980731 00:00,640000,643800,625000,630600,3513600,
19980803 00:00,626900,628800,615000,616300,2343200,
19980804 00:00,618100,620000,585000,585000,4038500,
19980805 00:00,583800,606900,572500,606900,5178400,
19980806 00:00,603800,642500,602500,639400,3534500,
19980807 00:00,640000,644400,620600,629400,3496600,
19980810 00:00,616300,639400,616300,630600,2539000,
19980811 00:00,611300,641300,611300,640000,4669000,
19980812 00:00,659400,660000,648800,659400,4594200,
19980813 00:00,660000,673800,643100,646300,2768700,
19980814 00:00,652500,656300,613100,623800,2781100,
19980817 00:00,623800,636900,611900,628100,2720600,
19980818 00:00,628800,643100,623100,641900,3555300,
19980819 00:00,646300,652500,635000,639400,3403300,
19980820 00:00,638100,650000,633100,647500,2752200,
19980821 00:00,645600,656300,630000,651900,3125600,
19980824 00:00,664400,673100,660000,672500,3349100,
19980825 00:00,683800,693100,676900,685000,4422600,
19980826 00:00,681300,698100,679400,691900,3928100,
19980827 00:00,682500,691900,655000,676300,4867500,
19980828 00:00,680000,683100,652500,654400,6449600,
19980831 00:00,643800,651300,575000,590000,7038900,
19980901 00:00,595000,623100,555000,613800,7732000,
19980902 00:00,627500,630000,598800,599400,5721800,
19980903 00:00,591300,608800,590600,600600,8450100,
19980904 00:00,603800,607500,565600,584400,4484100,
19980908 00:00,618800,626900,598100,626300,4675600,
19980909 00:00,621900,629400,605600,610600,3572100,
19980910 00:00,591900,603800,580000,583100,4271900,
19980911 00:00,579400,613800,574400,605000,3622400,
19980914 00:00,633800,633800,610600,611900,3325500,
19980915 00:00,615000,626900,610000,624400,3425600,
19980916 00:00,630000,634400,614400,629400,4354400,
19980917 00:00,615000,619400,605000,608100,3065300,
19980918 00:00,617500,620000,601300,604400,4514900,
19980921 00:00,597500,620000,594400,606300,3462500,
19980922 00:00,615600,623800,608100,621300,3012500,
19980923 00:00,632500,644400,618800,643800,4342500,
19980924 00:00,645600,647500,605600,623800,3397100,
19980925 00:00,620600,633800,610000,620000,3243300,
19980928 00:00,630000,634400,607500,613800,2691600,
19980929 00:00,616900,616900,545000,580600,4935500,
19980930 00:00,571300,571300,538800,548100,10940200,
19981001 00:00,540000,550000,524400,530000,6192400,
19981002 00:00,533100,562500,526300,554400,5035100,
19981005 00:00,565000,583800,538100,572500,5167300,
19981006 00:00,600000,606300,583800,595600,4740500,
19981007 00:00,595000,595000,583800,586900,4071700,
19981008 00:00,565600,571300,531900,568800,6734800,
19981009 00:00,580000,596300,553800,591900,3882800,
19981012 00:00,619400,619400,605000,608100,4463700,
19981013 00:00,611900,611900,595000,598100,2438800,
19981014 00:00,596300,622500,596300,613100,3946600,
19981015 00:00,610000,650000,608100,645000,4890400,
19981016 00:00,662500,676900,656900,666300,6646700,
19981019 00:00,680000,689400,676300,685000,4798700,
19981020 00:00,690000,694400,653800,657500,5408300,
19981021 00:00,660000,686900,645600,648800,4096100,
19981022 00:00,651300,672500,645600,666900,2921200,
19981023 00:00,668100,680000,658800,680000,2808000,
19981026 00:00,671900,676300,653800,655000,2862900,
19981027 00:00,660000,663100,630000,632500,3759400,
19981028 00:00,631300,659400,627500,648100,2868800,
19981029 00:00,662500,676300,653100,674400,2776100,
19981030 00:00,680000,694400,674400,690000,4480900,
19981102 00:00,693100,695600,680600,689400,3362100,
19981103 00:00,688800,688800,668100,668800,3475700,
19981104 00:00,670000,686300,670000,680000,3972000,
19981105 00:00,683100,700000,670600,700000,4106000,
19981106 00:00,701900,715600,695000,710000,4575500,
19981109 00:00,714400,724400,700600,703800,3690400,
19981110 00:00,707500,711900,688100,702500,4624300,
19981111 00:00,705000,707500,695600,696900,2766100,
19981112 00:00,700000,704400,677500,686900,2675100,
19981113 00:00,693800,700600,688100,696300,2253800,
19981116 00:00,718800,718800,700000,710000,3009900,
19981117 00:00,710600,723100,702500,716300,3295500,
19981118 00:00,728800,733100,722500,733100,3059300,
19981119 00:00,745000,745000,726300,727500,3430300,
19981120 00:00,738100,738100,728100,738100,2766800,
19981123 00:00,739400,749400,731900,748800,2792500,
19981124 00:00,749400,750000,742500,745600,2347500,
19981125 00:00,750000,759400,742500,759400,2394600,
19981127 00:00,760000,765600,756300,765600,1439500,
19981130 00:00,767500,772500,755000,755000,3112300,
19981201 00:00,742500,754400,730600,751900,2869600,
19981202 00:00,745600,751900,735000,740600,1821700,
19981203 00:00,739400,751900,714400,715000,2634100,
19981204 00:00,726900,741300,716300,731900,3390400,
19981207 00:00,737500,760000,732500,754400,2381600,
19981208 00:00,747500,769400,745000,757500,3096800,
19981209 00:00,768100,774400,760600,768800,2619100,
19981210 00:00,771900,771900,753800,756900,2435100,
19981211 00:00,760600,764400,750600,763100,2382600,
19981214 00:00,755600,763100,731900,746300,2450500,
19981215 00:00,752500,762500,745000,762500,3124400,
19981216 00:00,768800,775000,750600,756300,2473900,
19981217 00:00,755600,763800,748800,761900,2110400,
19981218 00:00,760600,774400,756300,774400,4574900,
19981221 00:00,776300,799400,775600,784400,3294800,
19981222 00:00,789400,791900,780000,780600,2379600,
19981223 00:00,788800,813800,780600,813800,2753100,
19981224 00:00,815000,815000,805600,811300,895400,
19981228 00:00,810000,811900,790600,796900,1912600,
19981229 00:00,801900,827500,790000,820000,2770100,
19981230 00:00,820000,820000,801300,803800,2170200,
19981231 00:00,801900,815000,795600,810600,1978600,
19990104 00:00,816300,822500,795600,806900,3446500,
19990105 00:00,812500,818800,805000,813800,2769800,
19990106 00:00,821300,831300,811300,824400,3794900,
19990107 00:00,836300,850600,832500,840000,4541300,
19990108 00:00,840000,844400,825000,833800,3457800,
19990111 00:00,835000,838100,800000,816300,3192700,
19990112 00:00,803800,807500,785600,803100,3945200,
19990113 00:00,780000,817500,773800,806300,3570600,
19990114 00:00,797500,809400,778800,798100,3797000,
19990115 00:00,798100,807500,787500,803800,3052900,
19990119 00:00,802500,809400,782500,800000,2861600,
19990120 00:00,800600,825000,785600,799400,3247600,
19990121 00:00,801300,813800,790000,790000,2676100,
19990122 00:00,790600,822500,785000,815000,2509700,
19990125 00:00,818100,826900,798800,820000,2906100,
19990126 00:00,829400,845000,821900,835600,3192000,
19990127 00:00,841900,858800,840000,851300,4780200,
19990128 00:00,852500,854400,841300,853100,2776500,
19990129 00:00,860000,864400,850000,857500,2617200,
19990201 00:00,857500,858100,843100,843800,2702700,
19990202 00:00,831300,839400,807500,835600,3827200,
19990203 00:00,838100,862500,833100,858100,3586700,
19990204 00:00,863100,873100,838800,840600,3500200,
19990205 00:00,853800,857500,827500,834400,2497200,
19990208 00:00,842500,863800,832500,855000,2210000,
19990209 00:00,851300,851300,818100,821900,2761400,
19990210 00:00,820000,820600,805000,809400,2505700,
19990211 00:00,810000,859400,806300,858800,2433600,
19990212 00:00,858100,860600,830000,844400,2407700,
19990216 00:00,855000,880000,853800,875000,5724400,
19990217 00:00,866900,886900,850000,851300,4946000,
19990218 00:00,855000,860600,841900,853800,3373300,
19990219 00:00,855000,858100,845600,847500,2627100,
19990222 00:00,854400,884400,853800,880600,4262100,
19990223 00:00,881900,885600,867500,871300,3164200,
19990224 00:00,881900,895000,841900,845000,3772200,
19990225 00:00,851300,858800,835600,848100,3461000,
19990226 00:00,862500,865000,836900,855600,3095400,
19990301 00:00,871300,871900,836300,857500,3268900,
19990302 00:00,867500,873800,851300,855600,3199500,
19990303 00:00,860000,883100,860000,873100,3286800,
19990304 00:00,879400,896300,878800,893800,3479300,
19990305 00:00,930000,972500,913800,931900,8174600,
19990308 00:00,941300,941300,918100,933800,4286100,
19990309 00:00,934400,942500,925600,938800,3488200,
19990310 00:00,941900,942500,930600,935000,2938400,
19990311 00:00,945000,963800,937500,950600,4141800,
19990312 00:00,959400,969400,947500,958800,3391300,
19990315 00:00,970000,973100,952500,966300,3512600,
19990316 00:00,970600,971900,954400,958100,3128000,
19990317 00:00,964400,969400,946900,965000,3132800,
19990318 00:00,960600,983800,957500,981900,2846000,
19990319 00:00,982500,982500,950600,951300,4849000,
19990322 00:00,948800,950000,925000,934400,2933200,
19990323 00:00,930600,931900,890600,904400,5089500,
19990324 00:00,903800,909400,881900,890000,3709900,
19990325 00:00,898100,922500,898100,918800,3827200,
19990326 00:00,916900,933100,901300,916300,3075000,
19990329 00:00,923100,956900,923100,952500,2850600,
19990330 00:00,940000,955000,937500,946300,3009200,
19990331 00:00,963800,966300,922500,925000,3372000,
19990401 00:00,934400,940000,925000,928800,2241100,
19990405 00:00,945000,966900,936900,953800,3394800,
19990406 00:00,956300,970600,953800,956900,2803800,
19990407 00:00,970000,976900,961900,975600,3363900,
19990408 00:00,985000,1024400,975000,1024400,4719500,
19990409 00:00,1005000,1034400,996300,1030000,4314600,
19990412 00:00,1022500,1054400,1016300,1050000,4464200,
19990413 00:00,1045600,1068100,1032500,1045000,4466400,
19990414 00:00,1045600,1051900,980000,980600,5134600,
19990415 00:00,983800,988800,927500,975600,7146100,
19990416 00:00,965000,965600,927500,949400,6025100,
19990419 00:00,960000,981300,850000,895600,8232800,
19990420 00:00,460000,480000,452500,475000,12854500,
19990421 00:00,480000,491300,470000,484400,10094800,
19990422 00:00,500000,502500,484400,500600,10074000,
19990423 00:00,509400,516900,505000,508800,7186200,
19990426 00:00,518800,519400,507500,510000,7203000,
19990427 00:00,511300,513800,499400,502500,5926500,
19990428 00:00,503800,512500,490600,491900,5893000,
19990429 00:00,490000,496300,450000,468100,9066100,
19990430 00:00,470000,474400,431900,456300,12519500,
19990503 00:00,458800,462500,445600,461900,7165700,
19990504 00:00,468100,468800,433100,440000,10862700,
19990505 00:00,444400,449400,430600,448100,8119800,
19990506 00:00,440000,441900,416300,430000,14549200,
19990507 00:00,446300,450000,400000,443800,11241100,
19990510 00:00,448100,465000,445600,451900,8670800,
19990511 00:00,475000,475000,458800,472500,12635900,
19990512 00:00,473800,473800,455000,466300,7092800,
19990513 00:00,473800,476300,465600,469400,6198200,
19990514 00:00,462500,465000,456300,462500,5839300,
19990517 00:00,453800,461300,449400,456900,6169200,
19990518 00:00,458800,474400,452500,463800,6292800,
19990519 00:00,469400,469400,451300,456300,4550800,
19990520 00:00,456300,462500,445000,445000,6085500,
19990521 00:00,446300,449400,426300,432500,7488400,
19990524 00:00,440000,441300,421300,427500,6197500,
19990525 00:00,429400,431900,416900,418800,7016900,
19990526 00:00,421900,430000,415000,430000,7977800,
19990527 00:00,421300,425000,410000,412500,7425600,
19990528 00:00,415600,428800,412500,427500,5291000,
19990601 00:00,426900,434400,421900,434400,6732400,
19990602 00:00,433800,443800,426900,442500,6430900,
19990603 00:00,450000,461900,446900,453800,10260000,
19990604 00:00,460000,465000,455600,459400,5233000,
19990607 00:00,453800,457500,448800,456900,4418000,
19990608 00:00,452500,455000,443100,444400,4331300,
19990609 00:00,443800,446900,439400,441300,4341900,
19990610 00:00,437500,438800,426300,431300,5102700,
19990611 00:00,431300,437500,423800,428100,4805300,
19990614 00:00,430000,433100,428100,429400,3903800,
19990615 00:00,435000,437500,423800,426300,6107100,
19990616 00:00,435600,445600,434400,442500,5231400,
19990617 00:00,436900,445000,435600,436900,5102000,
19990618 00:00,431900,437500,428100,434400,9470600,
19990621 00:00,435000,455000,433800,450000,6183100,
19990622 00:00,451900,455000,443800,449400,4917300,
19990623 00:00,450000,450600,436300,440600,4297400,
19990624 00:00,436300,438800,426900,433800,5900800,
19990625 00:00,437500,442500,432500,433800,3390400,
19990628 00:00,440000,457500,345000,455000,5324200,
19990629 00:00,459400,466300,455000,465000,5492000,
19990630 00:00,465600,478100,453800,477500,7118000,
19990701 00:00,479400,483100,469400,476300,6433200,
19990702 00:00,481300,490600,479400,486900,4754200,
19990706 00:00,488800,510000,488800,490600,6933900,
19990707 00:00,500000,500000,479400,481900,5672700,
19990708 00:00,470000,484400,462500,471300,7376000,
19990709 00:00,474400,480000,471900,478100,3895100,
19990712 00:00,483800,483800,470600,473800,3110700,
19990713 00:00,472500,477500,466900,475600,4239300,
19990714 00:00,477500,480000,475000,476300,2966700,
19990715 00:00,480600,483100,473800,474400,3685600,
19990716 00:00,474400,479400,472500,479400,3558600,
19990719 00:00,480000,485600,476300,482500,4055000,
19990720 00:00,481300,482500,465000,468100,5480500,
19990721 00:00,466900,470000,455600,456300,5417100,
19990722 00:00,457500,461900,443800,451900,5187400,
19990723 00:00,453100,459400,445600,449400,3541200,
19990726 00:00,446300,461900,445000,455000,3791300,
19990727 00:00,458100,460000,445000,455600,3981500,
19990728 00:00,450000,470000,446300,451300,3632400,
19990729 00:00,440000,444400,430000,440600,5978400,
19990730 00:00,442500,443800,422500,423800,5922700,
19990802 00:00,423100,435000,420000,422500,5486200,
19990803 00:00,425600,428800,413100,419400,5323100,
19990804 00:00,413100,414400,407500,409400,6007800,
19990805 00:00,410600,412500,388800,409400,7909100,
19990806 00:00,408800,420600,398800,411300,5263100,
19990809 00:00,410600,410600,400600,401900,4518200,
19990810 00:00,407500,434400,398800,430000,11424300,
19990811 00:00,436300,444400,433100,434400,7955900,
19990812 00:00,440000,448100,439400,442500,5895500,
19990813 00:00,449400,451900,445600,447500,6711800,
19990816 00:00,447500,460000,440600,459400,4915100,
19990817 00:00,465600,483800,455000,468800,6114700,
19990818 00:00,470000,473800,463100,463100,4964400,
19990819 00:00,460000,460600,448800,460600,4325000,
19990820 00:00,464400,470000,460600,466300,3614700,
19990823 00:00,468800,478100,468100,477500,5250200,
19990824 00:00,476300,480600,470000,475600,4489700,
19990825 00:00,469400,484400,458800,483100,6972400,
19990826 00:00,480000,481300,467500,472500,4118000,
19990827 00:00,471300,473800,461300,465000,3585000,
19990830 00:00,468800,470000,454400,455000,3377400,
19990831 00:00,459400,459400,436300,442500,5148600,
19990901 00:00,443100,452500,438800,451300,4709300,
19990902 00:00,440000,458100,435600,455000,5166200,
19990903 00:00,456900,475000,456900,474400,5686700,
19990907 00:00,474400,474400,463800,463800,3085700,
19990908 00:00,460000,470600,457500,470000,3700500,
19990909 00:00,467500,475600,462500,473800,4321200,
19990910 00:00,478800,479400,468800,476300,4557700,
19990913 00:00,471300,480000,469400,479400,3203500,
19990914 00:00,475600,478800,468800,469400,3636700,
19990915 00:00,476300,480000,453800,455000,5927800,
19990916 00:00,455600,458100,445600,453800,5349100,
19990917 00:00,459400,468100,455600,466900,6363400,
19990920 00:00,465600,472500,461900,462500,2921700,
19990921 00:00,450000,460600,447500,457500,5705600,
19990922 00:00,458100,476900,455600,472500,5266600,
19990923 00:00,476300,478100,466300,466300,5612600,
19990924 00:00,465600,475000,438100,466900,6250400,
19990927 00:00,470000,474400,463100,465600,4865400,
19990928 00:00,462500,471300,456900,468800,5003400,
19990929 00:00,467500,467500,455600,456900,4507900,
19990930 00:00,461300,480000,460600,473800,5790100,
19991001 00:00,480000,483100,475600,481900,6175000,
19991004 00:00,489400,504400,483100,502500,7364300,
19991005 00:00,503100,526300,499400,513100,8923900,
19991006 00:00,512500,516900,498800,513100,6743400,
19991007 00:00,513800,515000,503800,513100,4139200,
19991008 00:00,518800,552500,516900,552500,9088300,
19991011 00:00,548100,550000,539400,540600,6087800,
19991012 00:00,539400,544400,531900,538800,4554800,
19991013 00:00,535600,538100,507500,513100,5751700,
19991014 00:00,512500,529400,507500,523800,5116200,
19991015 00:00,518800,528800,507500,508100,6131600,
19991018 00:00,511300,525000,495000,522500,6506500,
19991019 00:00,526300,533800,522500,526300,5240100,
19991020 00:00,533800,550000,527500,548100,5329100,
19991021 00:00,541900,549400,533100,548100,4951400,
19991022 00:00,554400,580000,550600,570600,7601800,
19991025 00:00,559400,569400,555000,558100,6618900,
19991026 00:00,545000,545600,515000,531300,13223200,
19991027 00:00,527500,533100,515000,531300,6972200,
19991028 00:00,541300,559400,540600,556300,8546900,
19991029 00:00,569400,585000,565000,571300,8628800,
19991101 00:00,572500,578800,561300,563100,4294300,
19991102 00:00,563100,571300,556300,560000,4491900,
19991103 00:00,557500,564400,550000,557500,3858100,
19991104 00:00,565000,570000,558800,560000,4053200,
19991105 00:00,575000,587500,572500,583100,5926600,
19991108 00:00,585000,591900,583100,585000,4540000,
19991109 00:00,585600,585600,565600,575600,9690300,
19991110 00:00,580000,585000,571300,573100,6747900,
19991111 00:00,568800,575000,566900,575000,6089800,
19991112 00:00,579400,588800,568800,588100,5301300,
19991115 00:00,590000,606900,581900,589400,8420100,
19991116 00:00,595000,603800,587500,598100,6052300,
19991117 00:00,593800,606300,586900,589400,5972500,
19991118 00:00,591900,597500,585000,593100,5522000,
19991119 00:00,583800,590600,577500,580600,4717600,
19991122 00:00,571900,572500,561300,566300,6095500,
19991123 00:00,566300,566300,555000,560600,6311100,
19991124 00:00,565000,585000,564400,579400,5515900,
19991126 00:00,580000,586900,576300,580600,2094200,
19991129 00:00,585000,590600,580000,588800,4694100,
19991130 00:00,587500,589400,572500,576300,3744100,
19991201 00:00,576900,590000,576900,588800,4769300,
19991202 00:00,590000,591900,570000,575600,4908600,
19991203 00:00,581900,592500,579400,589400,5862900,
19991206 00:00,585600,605000,582500,590600,5257200,
19991207 00:00,598100,601300,580600,583100,5278100,
19991208 00:00,588100,593100,580600,581300,4207600,
19991209 00:00,585000,620000,576300,619400,7955200,
19991210 00:00,625000,645000,618800,636300,12391400,
19991213 00:00,636900,691900,636900,679400,8927600,
19991214 00:00,670000,685000,669400,670600,7240300,
19991215 00:00,670000,670600,651300,662500,7385500,
19991216 00:00,667500,687500,659400,682500,8296200,
19991217 00:00,688100,688800,650000,651300,13606800,
19991220 00:00,661300,664400,631900,633800,6206500,
19991221 00:00,640000,656900,635000,648800,4300400,
19991222 00:00,646300,660600,646300,656300,3626700,
19991223 00:00,670000,680000,667500,673100,3784000,
19991227 00:00,673100,701300,673100,691900,4630000,
19991228 00:00,686300,701900,685000,697500,3296200,
19991229 00:00,695600,700000,676300,676300,2323900,
19991230 00:00,681300,695600,678800,679400,2481200,
19991231 00:00,683100,702500,682500,691300,2119100,
20000103 00:00,683800,690000,655000,667500,8413800,
20000104 00:00,655000,658100,641900,643800,6643900,
20000105 00:00,638800,647500,621900,631300,6752900,
20000106 00:00,630000,645600,626900,636900,6312300,
20000107 00:00,645000,689400,645000,687500,7756200,
20000110 00:00,672500,675000,656300,669400,6395100,
20000111 00:00,670600,677500,656300,660600,4713600,
20000112 00:00,661900,667500,652500,652500,3909000,
20000113 00:00,660000,661300,649400,651900,4741000,
20000114 00:00,640000,659400,639400,645000,6225700,
20000118 00:00,631900,664400,630600,655600,6181600,
20000119 00:00,652500,658100,640000,640600,4547600,
20000120 00:00,644400,645000,625000,632500,5520000,
20000121 00:00,639400,639400,620600,625000,6550000,
20000124 00:00,634400,634400,575000,588800,7537000,
20000125 00:00,598100,611900,595000,607500,6379100,
20000126 00:00,611300,784400,600000,619400,4469000,
20000127 00:00,613100,615000,578800,595000,6898700,
20000128 00:00,588800,588800,534400,553100,13356700,
20000131 00:00,545600,555000,541300,547500,7413500,
20000201 00:00,550000,595000,549400,588100,8091700,
20000202 00:00,588800,601300,579400,584400,5921200,
20000203 00:00,583800,588100,562500,568800,6784400,
20000204 00:00,579400,579400,520600,563100,6194900,
20000207 00:00,566300,566300,546300,553800,5788400,
20000208 00:00,573100,596900,568800,590600,8401300,
20000209 00:00,600000,601300,573100,575000,7622000,
20000210 00:00,576300,583800,568100,575000,4277200,
20000211 00:00,574400,575000,556300,562500,4699000,
20000214 00:00,566900,580000,565000,578100,5668500,
20000215 00:00,569400,575000,550000,568800,9266900,
20000216 00:00,565000,565000,526900,528100,13495800,
20000217 00:00,529400,535000,480000,489400,24486000,
20000218 00:00,485000,495000,472500,478100,18448700,
20000222 00:00,492500,493100,467500,480600,12253000,
20000223 00:00,484400,485000,467500,470600,12386300,
20000224 00:00,470000,470000,434400,443800,18961700,
20000225 00:00,443100,460000,436300,441900,16514900,
20000228 00:00,445600,470000,444400,458100,17647000,
20000229 00:00,479400,497500,479400,488100,16551300,
20000301 00:00,498800,499400,475000,488100,9930000,
20000302 00:00,527500,528800,504400,505600,15516900,
20000303 00:00,521300,533100,515000,525000,10387400,
20000306 00:00,526300,526900,486300,495600,10169400,
20000307 00:00,496300,496300,471300,476300,9572300,
20000308 00:00,473100,493100,456300,484400,9843100,
20000309 00:00,490000,494400,468800,489400,7772900,
20000310 00:00,497500,497500,474400,479400,6936200,
20000313 00:00,462500,479400,458800,470000,7475600,
20000314 00:00,470000,490600,463100,479400,9800400,
20000315 00:00,474400,519400,465600,510600,14422500,
20000316 00:00,523100,555600,516300,548800,19525300,
20000317 00:00,545600,562500,541300,557500,12059800,
20000320 00:00,558100,558100,533800,550600,6599500,
