Date,Open,High,Low,Close,SharesTraded,
20000321 00:00,554400,564400,545000,563800,7529400,
20000322 00:00,565000,565600,540000,556900,9773500,
20000323 00:00,543800,545600,535000,540000,6826900,
20000324 00:00,544400,556900,540000,552500,7607800,
20000327 00:00,546900,555000,542500,551300,5610500,
20000328 00:00,545600,560000,545600,548800,5604100,
20000329 00:00,555000,593800,554400,591300,13351500,
20000330 00:00,597500,607500,588100,593100,11371600,
20000331 00:00,592500,593100,568800,570000,7174100,
20000403 00:00,566300,620000,555000,613800,11531300,
20000404 00:00,616900,633100,575000,600000,13416400,
20000405 00:00,593100,601300,575600,584400,6635100,
20000406 00:00,591300,612500,587500,608800,7103100,
20000407 00:00,612500,620000,606300,615000,4056600,
20000410 00:00,615000,636900,608800,635000,5333300,
20000411 00:00,628800,635000,615000,631900,5192500,
20000412 00:00,634400,649400,620600,624400,7001600,
20000413 00:00,623100,623100,595000,596300,7445300,
20000414 00:00,580000,589400,555000,555000,9110600,
20000417 00:00,551300,564400,517500,540600,9141500,
20000418 00:00,540000,563800,531300,545000,7372000,
20000419 00:00,541300,555000,537500,549400,5974300,
20000420 00:00,551300,579400,551300,576900,5428900,
20000424 00:00,579400,606300,575000,586900,5491200,
20000425 00:00,580600,607500,575600,596300,5883800,
20000426 00:00,601900,607500,583100,590600,4897100,
20000427 00:00,576300,584400,565000,575000,7364100,
20000428 00:00,568100,573100,553800,555000,4553400,
20000501 00:00,563800,588100,561900,580000,4941300,
20000502 00:00,573100,578100,566900,575000,4499800,
20000503 00:00,542500,545000,527500,535600,10406500,
20000504 00:00,539400,539400,504400,512500,10278600,
20000505 00:00,501900,528800,501900,513800,8424000,
20000508 00:00,512500,521300,495000,520000,7319100,
20000509 00:00,543800,548800,525000,531300,8611900,
20000510 00:00,534400,571300,530000,566300,10792400,
20000511 00:00,569400,570600,550000,560000,6065500,
20000512 00:00,557500,571900,553100,568100,4236600,
20000515 00:00,562500,573100,555000,570000,3987600,
20000516 00:00,574400,590600,571900,576300,6049300,
20000517 00:00,566900,567500,554400,563100,4446100,
20000518 00:00,562500,579400,561900,575000,4777200,
20000519 00:00,561300,587500,560600,570000,5641300,
20000522 00:00,576900,576900,561900,572500,4495000,
20000523 00:00,575600,583800,568100,571900,4018700,
20000524 00:00,552500,568800,409400,567500,9960500,
20000525 00:00,558100,566900,540600,551300,4504600,
20000526 00:00,542500,550000,531300,536300,3886400,
20000530 00:00,530600,541300,526900,531300,4085200,
20000531 00:00,548800,583800,545000,576300,7184800,
20000601 00:00,571300,576900,562500,572500,4735700,
20000602 00:00,588800,600600,580600,591300,6949800,
20000605 00:00,593100,597500,587500,594400,4264200,
20000606 00:00,588100,588100,577500,582500,4248800,
20000607 00:00,577500,590600,576900,580000,3251300,
20000608 00:00,578100,580000,563100,571900,3856000,
20000609 00:00,574400,580000,539400,540000,7070400,
20000612 00:00,540000,543800,518100,527500,7883100,
20000613 00:00,520600,550000,515600,550000,7615800,
20000614 00:00,549400,556900,541300,551300,4325400,
20000615 00:00,550600,561900,548100,552500,5240000,
20000616 00:00,547500,561300,532500,538800,8367600,
20000619 00:00,536900,550000,528100,543100,5836100,
20000620 00:00,542500,546900,531300,544400,5714100,
20000621 00:00,545600,545600,533800,535000,4182600,
20000622 00:00,530600,534400,518800,524400,5399100,
20000623 00:00,536900,544400,528800,539400,6140700,
20000626 00:00,541900,546900,531900,540600,3737400,
20000627 00:00,541300,574400,537500,569400,6135900,
20000628 00:00,565000,571900,556900,558800,4506000,
20000629 00:00,553100,553800,535600,541300,5022400,
20000630 00:00,541300,568800,540600,566300,4638000,
20000703 00:00,572500,573800,561300,568100,2488900,
20000705 00:00,573100,579400,565000,572500,4582200,
20000706 00:00,579400,584400,568100,571900,5577900,
20000707 00:00,579400,620600,573100,618100,10093100,
20000710 00:00,613800,639400,606900,612500,7798700,
20000711 00:00,610600,627500,608100,619400,5652000,
20000712 00:00,620600,621900,606300,610600,5471500,
20000713 00:00,605000,611900,597500,601300,4168600,
20000714 00:00,598100,609400,593800,605600,4007200,
20000717 00:00,603100,612500,596300,608100,4413900,
20000718 00:00,609400,611300,597500,602500,3291900,
20000719 00:00,601900,605000,593800,602500,3595100,
20000720 00:00,599400,608100,595600,600000,4771000,
20000721 00:00,603100,605000,592500,597500,3618200,
20000724 00:00,590000,591900,571900,575000,4589200,
20000725 00:00,575000,593100,573100,591900,3769100,
20000726 00:00,581900,601300,581900,594400,5130000,
20000727 00:00,593800,603100,587500,599400,4434500,
20000728 00:00,598100,599400,572500,586300,5062500,
20000731 00:00,588800,588800,542500,552500,6553000,
20000801 00:00,540000,546300,528800,545600,8783300,
20000802 00:00,545000,550600,538100,540000,6213100,
20000803 00:00,565000,566300,500000,535000,7729000,
20000804 00:00,540600,540600,527500,529400,5635700,
20000807 00:00,531300,559400,530000,551900,5353800,
20000808 00:00,564400,576300,550600,575000,5706800,
20000809 00:00,540600,547500,529400,531300,17253300,
20000810 00:00,531300,532500,506900,508800,12088300,
20000811 00:00,514400,523800,510600,516300,7469200,
20000814 00:00,522500,535000,521300,525000,5853500,
20000815 00:00,518800,525600,512500,518800,7162100,
20000816 00:00,507500,508800,487500,496300,13654700,
20000817 00:00,495600,504400,486300,500000,6616000,
20000818 00:00,496900,504400,495600,503800,6855900,
20000821 00:00,492500,497500,471300,489400,13964900,
20000822 00:00,490000,498800,485600,498100,7530700,
20000823 00:00,497500,501900,490600,494400,6705700,
20000824 00:00,497500,501300,490000,491300,4669900,
20000825 00:00,496300,504400,492500,503800,4734600,
20000828 00:00,500600,506300,486300,495000,6700400,
20000829 00:00,495000,495000,488800,492500,5417300,
20000830 00:00,488800,490000,480000,481900,7833400,
20000831 00:00,483100,487500,471300,475600,11329000,
20000901 00:00,475600,491300,473800,488100,7583200,
20000905 00:00,489400,501900,488100,498800,7696400,
20000906 00:00,502500,511300,500000,504400,8169500,
20000907 00:00,511900,520600,508100,509400,8168600,
20000908 00:00,515000,526300,510000,520600,7279900,
20000911 00:00,527500,546300,526900,543100,9536700,
20000912 00:00,535600,546300,529400,543100,6114200,
20000913 00:00,542500,544400,530000,537500,4848500,
20000914 00:00,536300,536300,518800,523800,4590500,
20000915 00:00,523100,574400,424400,518800,7667600,
20000918 00:00,510000,526900,506300,510600,4902800,
20000919 00:00,506300,547500,492500,497500,8346800,
20000920 00:00,499400,500000,480000,485000,9502300,
20000921 00:00,486900,513800,486300,509400,8394700,
20000922 00:00,519400,519400,495600,505000,6543300,
20000925 00:00,506300,506900,489400,495000,5154500,
20000926 00:00,494400,494400,468800,470600,9041000,
20000927 00:00,476300,481900,471300,481300,7364300,
20000928 00:00,484400,498800,480000,480600,7689600,
20000929 00:00,485000,495000,480000,481900,6398200,
20001002 00:00,481900,486300,454400,457500,10024600,
20001003 00:00,461900,463800,441300,456900,16474800,
20001004 00:00,456900,478800,455000,462500,10819200,
20001005 00:00,463800,467500,456900,460600,8594200,
20001006 00:00,458800,458800,446300,452500,10696900,
20001009 00:00,456900,464400,451300,451900,5695100,
20001010 00:00,459400,466900,453800,461300,6327200,
20001011 00:00,461300,463800,448800,453100,8253500,
20001012 00:00,420000,446900,414400,440600,19014400,
20001013 00:00,436300,451300,436300,450600,8952000,
20001016 00:00,452500,476900,451900,473100,6819300,
20001017 00:00,475600,479400,435000,458800,5874900,
20001018 00:00,459400,470000,448800,466300,5974400,
20001019 00:00,465600,479400,461300,478100,6223800,
20001020 00:00,468800,473100,460600,465000,6916100,
20001023 00:00,465600,478100,455600,474400,5782300,
20001024 00:00,475600,485000,472500,482500,5749500,
20001025 00:00,484400,484400,456300,459400,8160700,
20001026 00:00,458800,459400,433800,433800,14687900,
20001027 00:00,434400,441300,432500,432500,12006300,
20001030 00:00,433800,439400,431300,437500,12871600,
20001031 00:00,441900,458800,440000,453800,14033700,
20001101 00:00,465000,480600,461300,467500,23447300,
20001102 00:00,460000,500000,455000,484400,20595800,
20001103 00:00,484400,491300,468100,473800,8118700,
20001106 00:00,483100,493800,470600,490000,7182900,
20001107 00:00,490000,500000,480000,488800,6950400,
20001108 00:00,490000,508800,486300,487500,7441100,
20001109 00:00,480600,481300,461900,470000,8007000,
20001110 00:00,450000,450000,431900,437500,15513600,
20001113 00:00,430000,454400,425600,454400,10687300,
20001114 00:00,472500,484400,467500,470000,8314000,
20001115 00:00,466300,493800,463800,490600,8188000,
20001116 00:00,487500,491900,481300,483100,5296400,
20001117 00:00,485000,495600,476300,486300,5929500,
20001120 00:00,486300,486300,475600,475600,4215300,
20001121 00:00,481300,485000,465000,471900,4212900,
20001122 00:00,471900,481300,458800,458800,4682500,
20001124 00:00,459400,461900,446900,451900,3422600,
20001127 00:00,469400,498100,468800,493100,10194300,
20001128 00:00,487500,508800,480600,492500,9562400,
20001129 00:00,492500,518800,491900,517500,9736300,
20001130 00:00,515000,521900,503800,521300,10755600,
20001201 00:00,526300,527500,506900,510000,10359300,
20001204 00:00,509400,538100,503800,538100,12663800,
20001205 00:00,538100,553100,532500,551300,10185200,
20001206 00:00,546300,558800,533100,548800,10191200,
20001207 00:00,550600,559400,545600,550600,7382100,
20001208 00:00,550600,553800,536900,541300,6220800,
20001211 00:00,536300,538100,508100,515000,10798200,
20001212 00:00,505000,521300,498100,518800,8275500,
20001213 00:00,519400,527500,500600,501900,6326800,
20001214 00:00,503100,513100,499400,510000,6988800,
20001215 00:00,495000,508800,495000,498800,11748400,
20001218 00:00,505000,511900,491900,505600,6673700,
20001219 00:00,506300,512500,476300,480000,8665300,
20001220 00:00,480000,497500,469400,488100,8109700,
20001221 00:00,495000,522500,493100,517500,9037700,
20001222 00:00,517500,527500,508800,524400,7381400,
20001226 00:00,522500,525000,490000,506300,5740600,
20001227 00:00,506900,534400,501900,526900,7650600,
20001228 00:00,525000,540000,525000,528800,3933900,
20001229 00:00,526900,550000,526900,529400,5719300,
20010102 00:00,531300,550600,526900,537500,8290900,
20010103 00:00,535000,587500,529400,583100,20174900,
20010104 00:00,570000,581900,558800,562500,13533600,
20010105 00:00,571300,571300,532500,539400,9634300,
20010108 00:00,530000,548100,500000,539400,8101900,
20010109 00:00,535000,547500,525000,526900,6931400,
20010110 00:00,509400,520600,505000,516300,9565200,
20010111 00:00,519400,530000,503100,520000,6451600,
20010112 00:00,520000,584400,516300,530000,7933800,
20010116 00:00,534400,548100,531900,546900,7722700,
20010117 00:00,545600,546300,535600,539400,6873800,
20010118 00:00,534400,545000,529400,531300,6405500,
20010119 00:00,520600,526900,504400,508800,8563600,
20010122 00:00,521900,536900,520000,526900,7072200,
20010123 00:00,530000,539400,525600,532500,4644500,
20010124 00:00,534400,536300,523100,535000,7499800,
20010125 00:00,539400,561300,529400,540000,8783900,
20010126 00:00,549400,549400,530600,535600,4934200,
20010129 00:00,537000,546500,537000,542600,4958800,
20010130 00:00,542100,542500,531600,537500,4939400,
20010131 00:00,542000,570000,540400,568200,10188800,
20010201 00:00,568000,568000,544700,551100,9026100,
20010202 00:00,559700,559800,541500,546300,4804600,
20010205 00:00,550000,552400,533000,538400,5204300,
20010206 00:00,534000,544900,528500,532400,5155800,
20010207 00:00,532100,547000,532000,547000,4737000,
20010208 00:00,545500,548000,510500,522600,7665000,
20010209 00:00,523100,533500,502300,504100,7637400,
20010212 00:00,510000,534800,509600,531500,6988500,
20010213 00:00,530500,544700,520300,539900,7060900,
20010214 00:00,543500,543500,530000,531000,4618400,
20010215 00:00,533500,534500,516500,520000,6973600,
20010216 00:00,518000,533000,515600,523500,6018800,
20010220 00:00,522000,542900,520000,532600,8898500,
20010221 00:00,525500,529600,500500,502000,7979500,
20010222 00:00,510000,510000,489500,496700,8676900,
20010223 00:00,500000,508000,480100,502800,7871000,
20010226 00:00,509300,513700,503900,510700,5765400,
20010227 00:00,516000,518500,495200,510000,6853900,
20010228 00:00,512400,513000,490400,500800,7021800,
20010301 00:00,492500,498700,480000,482100,8342000,
20010302 00:00,479900,496900,472000,489300,6122000,
20010305 00:00,489400,495400,480000,483400,4353000,
20010306 00:00,495000,499600,489000,494000,4963700,
20010307 00:00,500500,509600,499200,505100,5116800,
20010308 00:00,519000,519700,507800,515600,5577100,
20010309 00:00,518000,518000,501000,506600,4719700,
20010312 00:00,502500,502500,481000,482700,5430100,
20010313 00:00,490000,493200,470100,487900,7751200,
20010314 00:00,471000,480000,465300,471200,8428800,
20010315 00:00,473500,484900,465600,478400,7113800,
20010316 00:00,478500,478500,465600,469400,11705300,
20010319 00:00,469900,477000,467000,473000,5525400,
20010320 00:00,473700,494800,473700,478900,9778800,
20010321 00:00,478000,498700,472800,483300,8220700,
20010322 00:00,472500,474000,458000,468900,11411800,
20010323 00:00,458500,479100,452000,476100,8038900,
20010326 00:00,489000,498000,483000,495400,6631100,
20010327 00:00,496000,504000,491500,502600,9441700,
20010328 00:00,500000,501300,483000,497400,6587300,
20010329 00:00,498500,506500,483300,506200,7256400,
20010330 00:00,511000,512400,495000,504800,7212400,
20010402 00:00,500000,509800,495000,505400,7065900,
20010403 00:00,508500,510000,487700,491400,8362500,
20010404 00:00,487200,504000,487000,498300,7454600,
20010405 00:00,505500,506900,500000,505800,7447100,
20010406 00:00,500000,513200,495100,511500,7144300,
20010409 00:00,515500,517900,497900,503000,6923700,
20010410 00:00,511500,516400,507700,508200,6793400,
20010411 00:00,501000,507000,492600,502300,6767300,
20010412 00:00,487500,496500,474000,496500,9419300,
20010416 00:00,497000,502200,487000,490700,6104600,
20010417 00:00,489100,494400,484500,492400,5576400,
20010418 00:00,499500,529500,496300,527400,12356800,
20010419 00:00,517300,527200,517000,524200,7162000,
20010420 00:00,524900,525000,514000,517000,6815800,
20010423 00:00,520500,527000,511500,518500,5255200,
20010424 00:00,507500,510900,500500,501300,7543800,
20010425 00:00,511000,511000,500000,508800,4759600,
20010426 00:00,510000,516000,505500,511100,4806800,
20010427 00:00,521000,532400,519000,528900,7552300,
20010430 00:00,533000,533000,512200,516400,5986200,
20010501 00:00,517200,535500,514000,535000,7062200,
20010502 00:00,534500,534500,522800,530400,7320700,
20010503 00:00,523000,534500,520300,531300,7299400,
20010504 00:00,523000,537000,520100,530100,7348500,
20010507 00:00,524000,529400,512500,520500,4522400,
20010508 00:00,517500,519900,511000,519600,4247900,
20010509 00:00,520500,522500,513000,515400,4040000,
20010510 00:00,533000,537000,532000,535200,7941600,
20010511 00:00,539700,544600,533500,540800,6240900,
